Player,avg_gi,avg_gpl,avg_acpl,total_game_count,Points,gi_median,gpl_median,Elo,TPR,total_moves,White_games,Black_games,acpl_median,gi_std,gpl_std,acpl_std,avg_gi_raw,avg_gpl_white,avg_gpl_black,avg_gi_white,avg_gi_black,white_result_sum,black_result_sum,total_gpl_sum,gi_var,gi_raw_median,gi_raw_var,gi_raw_std,gpl_var,acpl_var
David Gorodetzky,117.2,1.5,20.7,3.0,0.0,116.6,1.28,2497.0,2240.0,160.0,2.0,1.0,22.15,28.3,1.0,3.1,-2.18,1.6,1.28,117.5,116.6,0.0,0.0,4.49,801.16,-2.21,2.34,1.53,1.01,9.61
Georgios Kanakaris,117.05,1.48,157.6,2.0,0.0,117.05,1.48,2402.0,2291.0,68.0,0.0,2.0,157.6,6.01,0.29,165.97,-2.18,,1.48,,117.05,0.0,0.0,2.95,36.12,-2.18,0.11,0.33,0.08,27544.39
Attila Istvan Csonka,116.43,1.24,27.07,3.0,0.0,104.6,1.59,2286.0,2062.0,132.0,1.0,2.0,19.92,27.44,0.8,23.69,-2.22,1.59,1.07,104.6,122.35,0.0,0.0,3.73,752.72,-2.85,2.18,1.48,0.64,561.34
Pall A. Thorarinsson,116.1,1.88,13.77,1.0,0.5,116.1,1.88,2171.0,2548.0,66.0,1.0,0.0,13.77,0.0,0.0,0.0,-2.24,1.88,,116.1,,0.5,0.0,1.88,0.0,-2.24,0.0,0.0,0.0,0.0
Ivana Manova,116.0,1.53,416.85,1.0,0.0,116.0,1.53,2060.0,2434.0,61.0,0.0,1.0,416.85,0.0,0.0,0.0,-2.24,,1.53,,116.0,0.0,0.0,1.53,0.0,-2.24,0.0,0.0,0.0,0.0
Klendi Zeneli,115.8,1.63,41.67,1.0,0.0,115.8,1.63,2214.0,2469.0,43.0,1.0,0.0,41.67,0.0,0.0,0.0,-2.25,1.63,,115.8,,0.0,0.0,1.63,0.0,-2.25,0.0,0.0,0.0,0.0
Stephen C Ledger,115.0,1.38,34.38,1.0,0.0,115.0,1.38,1997.0,2334.0,34.0,0.0,1.0,34.38,0.0,0.0,0.0,-2.3,,1.38,,115.0,0.0,0.0,1.38,0.0,-2.3,0.0,0.0,0.0,0.0
Martin Voigt,114.53,1.57,18.1,3.0,0.5,124.7,1.62,2316.0,2218.0,171.0,2.0,1.0,17.09,17.7,0.59,8.01,-2.32,1.88,0.96,109.4,124.8,0.5,0.0,4.71,313.14,-1.77,0.91,0.95,0.34,64.12
Hans Krogh Harestad,113.3,1.44,174.53,1.0,0.0,113.3,1.44,2160.0,2332.0,60.0,1.0,0.0,174.53,0.0,0.0,0.0,-2.39,1.44,,113.3,,0.0,0.0,1.44,0.0,-2.39,0.0,0.0,0.0,0.0
Jan Bednarich,112.8,1.55,425.36,1.0,0.0,112.8,1.55,2212.0,2392.0,50.0,0.0,1.0,425.36,0.0,0.0,0.0,-2.41,,1.55,,112.8,0.0,0.0,1.55,0.0,-2.41,0.0,0.0,0.0,0.0
Marc`Andria Maurizzi,111.69,1.73,23.88,7.0,3.0,139.1,0.9,2594.0,2501.0,442.0,3.0,4.0,16.35,83.34,2.72,76.96,-2.48,3.11,0.68,73.67,140.2,2.5,0.5,12.08,6945.87,-1.0,20.18,4.49,7.41,5922.72
Margeir Petursson,111.5,2.44,29.78,1.0,0.0,111.5,2.44,2405.0,2603.0,46.0,0.0,1.0,29.78,0.0,0.0,0.0,-2.48,,2.44,,111.5,0.0,0.0,2.44,0.0,-2.48,0.0,0.0,0.0,0.0
Benedikt Briem,111.3,1.34,462.95,1.0,0.0,111.3,1.34,2172.0,2155.0,43.0,0.0,1.0,462.95,0.0,0.0,0.0,-2.49,,1.34,,111.3,0.0,0.0,1.34,0.0,-2.49,0.0,0.0,0.0,0.0
Alvar Alonso Rosell,109.85,1.86,28.44,2.0,0.0,109.85,1.86,2550.0,2302.0,89.0,1.0,1.0,28.44,5.16,0.61,1.77,-2.57,2.29,1.43,106.2,113.5,0.0,0.0,3.72,26.65,-2.57,0.08,0.28,0.37,3.12
Helmut Cardon,108.2,1.69,24.82,1.0,0.0,108.2,1.69,2344.0,2382.0,40.0,1.0,0.0,24.82,0.0,0.0,0.0,-2.66,1.69,,108.2,,0.0,0.0,1.69,0.0,-2.66,0.0,0.0,0.0,0.0
Sander Kukk,108.1,1.72,31.61,1.0,0.0,108.1,1.72,2235.0,2393.0,33.0,0.0,1.0,31.61,0.0,0.0,0.0,-2.66,,1.72,,108.1,0.0,0.0,1.72,0.0,-2.66,0.0,0.0,0.0,0.0
Vuk Miletic,107.55,1.78,21.77,2.0,0.5,107.55,1.78,2246.0,2101.0,92.0,2.0,0.0,21.77,5.44,0.26,0.65,-2.7,1.78,,107.55,,0.5,0.0,3.57,29.64,-2.7,0.08,0.29,0.07,0.42
Sophie Milliet,107.2,2.01,320.76,1.0,0.0,107.2,2.01,2356.0,2481.0,33.0,1.0,0.0,320.76,0.0,0.0,0.0,-2.72,2.01,,107.2,,0.0,0.0,2.01,0.0,-2.72,0.0,0.0,0.0,0.0
Ameet K Ghasi,107.0,1.93,167.29,1.0,0.0,107.0,1.93,2503.0,2457.0,68.0,1.0,0.0,167.29,0.0,0.0,0.0,-2.73,1.93,,107.0,,0.0,0.0,1.93,0.0,-2.73,0.0,0.0,0.0,0.0
Simon T Ansell,106.4,1.96,30.21,1.0,0.0,106.4,1.96,2328.0,2459.0,61.0,0.0,1.0,30.21,0.0,0.0,0.0,-2.76,,1.96,,106.4,0.0,0.0,1.96,0.0,-2.76,0.0,0.0,0.0,0.0
Jonah Krause,104.8,1.77,27.98,3.0,0.0,97.5,1.91,2350.0,2145.0,136.0,2.0,1.0,30.51,15.59,0.58,5.59,-2.85,1.69,1.91,108.45,97.5,0.0,0.0,5.3,243.03,-3.24,0.71,0.84,0.33,31.23
Dennes Abel,104.7,1.93,34.62,1.0,0.0,104.7,1.93,2411.0,2429.0,32.0,0.0,1.0,34.62,0.0,0.0,0.0,-2.85,,1.93,,104.7,0.0,0.0,1.93,0.0,-2.85,0.0,0.0,0.0,0.0
Aki Pitkaaho,104.1,1.88,24.07,1.0,0.0,104.1,1.88,2182.0,2404.0,44.0,1.0,0.0,24.07,0.0,0.0,0.0,-2.88,1.88,,104.1,,0.0,0.0,1.88,0.0,-2.88,0.0,0.0,0.0,0.0
Triin Narva,104.1,1.59,29.11,1.0,0.0,104.1,1.59,2057.0,2218.0,27.0,0.0,1.0,29.11,0.0,0.0,0.0,-2.88,,1.59,,104.1,0.0,0.0,1.59,0.0,-2.88,0.0,0.0,0.0,0.0
Dimitrios Stefanou,103.7,2.05,17.49,2.0,0.5,103.7,2.05,2356.0,2389.0,106.0,2.0,0.0,17.49,80.61,2.88,22.51,-2.9,2.05,,103.7,,0.5,0.0,4.11,6498.0,-2.9,18.91,4.35,8.28,506.89
Johann Hjartarson,103.4,2.36,38.39,1.0,0.0,103.4,2.36,2474.0,2526.0,46.0,0.0,1.0,38.39,0.0,0.0,0.0,-2.92,,2.36,,103.4,0.0,0.0,2.36,0.0,-2.92,0.0,0.0,0.0,0.0
Nimrod Veinberg,100.73,1.99,78.39,6.0,3.0,103.45,1.68,2408.0,2294.0,277.0,2.0,4.0,32.74,42.56,1.41,207.07,-3.06,2.34,1.82,87.45,107.38,0.5,2.5,11.96,1811.07,-2.92,5.26,2.29,2.0,42877.96
Mikhail Pleshkov,100.4,1.95,63.6,3.0,0.5,105.5,1.96,2002.0,2132.0,192.0,1.0,2.0,20.96,11.07,0.47,81.64,-3.08,1.48,2.19,108.0,96.6,0.0,0.5,5.86,122.53,-2.81,0.35,0.59,0.22,6664.92
Muhamet Asllani,97.9,2.17,27.26,1.0,0.0,97.9,2.17,2136.0,2428.0,54.0,0.0,1.0,27.26,0.0,0.0,0.0,-3.21,,2.17,,97.9,0.0,0.0,2.17,0.0,-3.21,0.0,0.0,0.0,0.0
Orel Ribstein,97.4,1.73,24.03,1.0,0.0,97.4,1.73,2190.0,2131.0,38.0,0.0,1.0,24.03,0.0,0.0,0.0,-3.24,,1.73,,97.4,0.0,0.0,1.73,0.0,-3.24,0.0,0.0,0.0,0.0
Ansgar Barthel,89.5,1.97,33.66,1.0,0.0,89.5,1.97,2016.0,2155.0,50.0,0.0,1.0,33.66,0.0,0.0,0.0,-3.67,,1.97,,89.5,0.0,0.0,1.97,0.0,-3.67,0.0,0.0,0.0,0.0
Sascha Kurt,88.0,2.12,35.69,1.0,0.0,88.0,2.12,2141.0,2258.0,54.0,1.0,0.0,35.69,0.0,0.0,0.0,-3.75,2.12,,88.0,,0.0,0.0,2.12,0.0,-3.75,0.0,0.0,0.0,0.0
Kirill Chukavin,81.2,2.8,103.21,1.0,0.0,81.2,2.8,2348.0,2431.0,38.0,0.0,1.0,103.21,0.0,0.0,0.0,-4.12,,2.8,,81.2,0.0,0.0,2.8,0.0,-4.12,0.0,0.0,0.0,0.0
Ramon Ibanez Aullana,75.2,2.38,52.44,1.0,0.0,75.2,2.38,2270.0,2155.0,39.0,1.0,0.0,52.44,0.0,0.0,0.0,-4.44,2.38,,75.2,,0.0,0.0,2.38,0.0,-4.44,0.0,0.0,0.0,0.0
Vahap Sanal,72.9,2.34,28.64,1.0,0.0,72.9,2.34,2570.0,1957.0,42.0,0.0,1.0,28.64,0.0,0.0,0.0,-4.57,,2.34,,72.9,0.0,0.0,2.34,0.0,-4.57,0.0,0.0,0.0,0.0
Roy Vagman,59.6,2.98,19.18,1.0,0.0,59.6,2.98,2324.0,2251.0,99.0,1.0,0.0,19.18,0.0,0.0,0.0,-5.28,2.98,,59.6,,0.0,0.0,2.98,0.0,-5.28,0.0,0.0,0.0,0.0
Francisco Sanchez Guirado,58.5,3.45,31.88,1.0,0.5,58.5,3.45,2294.0,2408.0,76.0,0.0,1.0,31.88,0.0,0.0,0.0,-5.34,,3.45,,58.5,0.0,0.5,3.45,0.0,-5.34,0.0,0.0,0.0,0.0
Martin Dobrotka,28.5,4.06,148.61,1.0,0.0,28.5,4.06,2193.0,2299.0,79.0,1.0,0.0,148.61,0.0,0.0,0.0,-6.96,4.06,,28.5,,0.0,0.0,4.06,0.0,-6.96,0.0,0.0,0.0,0.0
Birkir Isak Johannsson,13.0,4.3,47.7,1.0,0.0,13.0,4.3,2142.0,2217.0,43.0,1.0,0.0,47.7,0.0,0.0,0.0,-7.79,4.3,,13.0,,0.0,0.0,4.3,0.0,-7.79,0.0,0.0,0.0,0.0
Tapani Sammalvuo,-77.3,8.26,145.46,1.0,0.0,-77.3,8.26,2368.0,2403.0,135.0,0.0,1.0,145.46,0.0,0.0,0.0,-12.66,,8.26,,-77.3,0.0,0.0,8.26,0.0,-12.66,0.0,0.0,0.0,0.0
